3.8916344833971452 - 0.0im	3.578281018802188 + 0.0im	3.093896316236975 + 0.0im	2.490970974284741 + 0.0im	1.8348413090547635 + 0.0im	1.1966091506940946 + 0.0im	0.645436856748519 + 0.0im	0.24105249758702169 + 0.0im	0.027277393194555254 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
-0.3750777259279461 - 1.5353661539569785im	-0.37507772592792665 + 1.5353661539569663im	-0.9713152218969243 + 0.5573389128086729im	-0.9713152218969232 - 0.557338912808673im	-0.22669882575831216 + 1.4677115087102544im	-0.22669882575826167 - 1.467711508710197im	0.12174441412477813 + 1.3066224027501119im	0.12174441412478945 - 1.3066224027500946im	-0.07133111791736782 + 1.3909663753764074im	-0.07133111791741195 - 1.3909663753764694im	-0.6217444141248113 - 0.4405969989656636im	-0.6217444141248116 + 0.4405969989656631im	0.45339765151640377 + 0.0im	-0.16455186851527448 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
-2.8570400889070693 + 0.19680190092173505im	-2.857040088907069 - 0.19680190092173502im	-0.7296059044190044 - 0.41386823204698203im	-0.729605904419004 + 0.413868232046982im	0.1732919866521452 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
0.7662067886683727 - 1.3984692724196064im	1.325434167235499 + 8.548321439065943e-16im	0.7662067886683729 + 1.3984692724196064im	-0.43186849312224546 - 0.8110216338905721im	-0.4318684931222455 + 0.8110216338905718im	0.7600153162743503 + 1.1893750372047716im	0.7600153162743498 - 1.1893750372047678im	0.7806220353778642 - 0.8830294237402275im	0.7806220353778619 + 0.8830294237402231im	-0.20954590766399042 - 0.6190990948810801im	-0.20954590766399028 + 0.6190990948810798im	0.6718531768479006 + 0.37835340331422107im	0.6718531768479008 - 0.3783534033142208im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
-3.7527705161192797 + 1.1184478092805816e-7im	-3.7447695013125353 - 0.027378102580294567im	-3.7447694603246497 + 0.02737799090369865im	-3.0739708360686486 + 3.5668661857453684e-8im	-3.0435515652568004 - 0.09944064354607524im	-3.043551550498934 + 0.09944060856339663im	-2.0735815044221586 - 0.1883226186053558im	-2.073581503753347 + 0.18832262086593154im	-2.1358518271847378 - 3.1377198940463772e-9im	-1.1745488901020626 + 4.203993621654236e-11im	-0.31510090157342635 - 0.2484649978074176im	-0.3151009015734679 + 0.24846499780721767im	-1.0804477767944476 - 0.2541516154220387im	-1.0804477768077994 + 0.2541516154031806im	-0.42517486832251933 - 6.061630161127181e-15im	0.06092547178295041 - 0.11211555708672741im	0.06092547178295041 + 0.11211555708672744im	-0.04463156345109334 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
-2.654620879834427 - 0.3976774161505006im	-2.4297115525676567 - 0.1742905966014505im	-2.4297115525671398 + 0.1742905966011956im	-2.6546208798345075 + 0.39767741615075564im	-0.43677917510364545 - 0.6761027908801572im	0.34882904651422525 - 3.964079540661481e-17im	-0.4367791751036454 + 0.6761027908801571im	-0.15330291575160276 - 0.2828239819126425im	-0.15330291575160276 + 0.2828239819126425im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
2.8570400889070693 - 0.19680190092173505im	2.857040088907069 + 0.19680190092173502im	0.7296059044190044 + 0.41386823204698203im	0.729605904419004 - 0.413868232046982im	-0.1732919866521452 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
-2.744627016618247 + 0.42030420857307826im	-2.7601019035791254 + 0.08224419063681687im	-2.735013158295574 - 0.2666608837311838im	-2.7446270165622493 - 0.42030420856151723im	-0.5099468826572743 + 0.7931317118228309im	0.46089600910783984 - 6.498344667364355e-16im	-2.7350131580476305 + 0.26666088374248986im	-2.7601019030552965 - 0.0822441906596994im	-0.5099468826572789 - 0.7931317118228128im	-0.5420626870880343 + 0.5619316937392237im	-0.5420626870880381 - 0.5619316937392256im	0.3077741029187143 - 1.6135506661328556e-16im	-0.6268345557274336 - 0.18656014349369957im	-0.6268345557274297 + 0.1865601434936996im	0.06850229507706013 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
3.2493456770053313 - 0.1631228547212907im	3.1689585452954434 - 0.06542496924857491im	3.1689585449918316 + 0.06542496916773453im	3.249345677082266 + 0.16312285480282765im	1.5797292531922265 - 0.45535505774256957im	1.5797292531911542 + 0.4553550577429848im	1.3550395567315372 - 0.19381447292477175im	0.20426735040704244 - 0.44780911900383924im	-0.2353072516512884 - 2.156424478612996e-16im	1.355039556730987 + 0.19381447292365997im	0.2042673504070413 + 0.4478091190038395im	0.060313243308216545 + 0.1701032469622319im	0.060313243308216545 - 0.17010324696223192im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
-2.2237450644909686 - 0.7367390577600381im	-1.7175759276158133 + 1.3565624170069941e-12im	-2.2237450644908567 + 0.7367390577604199im	-2.0799120467239307 - 0.5878264336311533im	0.23881442528337363 - 0.7185304292996079im	-2.0799120467232113 + 0.5878264336301652im	-1.8593390825791638 + 0.3433523103483734im	0.23881442528337352 + 0.7185304292996064im	-1.8593390825769125 - 0.34335231034912234im	0.15654166596935595 - 0.5045298847342485im	0.15654166596935573 + 0.5045298847342486im	0.1264280663476979 + 0.15401858212884356im	0.12642806634769793 - 0.15401858212884356im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
1.427529116235247 + 1.2344805085188133im	1.4275291162352433 - 1.2344805085188097im	0.8377568386841389 + 0.5970653635101499im	0.8377568386841329 - 0.5970653635101473im	-0.8832035059135264 - 2.863801853984188e-16im	1.2071067811865352 + 0.9783183434785125im	-0.5305719098387448 + 5.872890947062096e-16im	1.2071067811865424 - 0.9783183434785192im	0.4689899435404309 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
3.7320508075688745 - 0.0im	3.0000000000000044 + 0.0im	1.9999999999999984 + 0.0im	1.0000000000000002 + 0.0im	0.2679491924311227 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
-2.203476903613482 - 0.6946985752964426im	-2.1804789877359765 - 0.7301827337198301im	-2.00865273874747 + 0.41326247248391335im	-2.2034768998504703 + 0.6946985801780027im	-2.1804789893855796 + 0.7301827286879297im	0.24615561073917633 + 0.667110301721214im	-1.9212576985859982 - 0.5732346247460207im	0.2461556107391722 - 0.6671103017212109im	-1.9212576986487426 + 0.5732346217129823im	-1.589680898506799 - 0.2753139278123073im	-2.0086527366831968 - 0.41326246815695106im	-1.589680898248196 + 0.27531392767927004im	-1.8260245553810632 - 1.0105507470873116e-9im	0.19737704102541886 + 0.6834661302095627im	0.1973770410254164 - 0.6834661302095613im	0.2395353231343729 + 0.3400203870579866im	0.23953532313437298 - 0.3400203870579867im	0.27890194902473103 - 2.639369849965541e-17im	-0.00595944671784223 + 0.32727647066259147im	-0.005959446717842245 - 0.3272764706625914im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
-0.6377320041567031 - 1.297477525191245im	-0.44513080792957893 + 1.13406126029807im	0.4303475303732533 - 0.8390837970945845im	0.4303475303732547 + 0.8390837970945854im	-0.6016002250240141 - 9.251344116914228e-15im	-0.6377320041567244 + 1.2974775251914337im	-1.1338050662226864 - 4.313276650707151e-15im	-0.7419929550063261 - 1.4237392159566684im	-0.7419929550063035 + 1.4237392159565478im	-1.3789265919489717 + 9.180881175152242e-15im	-0.4451308079295612 - 1.1340612602981477im	-0.22571299310522827 + 0.9476786789060766im	-0.2257129931052417 - 0.9476786789060647im	0.1773871714224154 - 0.773765843932996im	0.17738717142241497 + 0.773765843932997im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
1.4710190217232393 + 1.227672938052585im	1.4710190217232277 - 1.227672938052576im	1.3586320124555733 + 0.468974064724343im	1.3586320124555293 - 0.46897406472433334im	1.3981442250469958 + 0.9386737351011527im	1.3981442250470333 - 0.9386737351011718im	-0.6593020683575043 + 0.0im	-0.9128588459980365 + 0.0im	1.3937270620727653 + 0.0im	-0.27715666616882323 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
3.80193773580483 - 0.0im	3.2469796037174747 + 0.0im	2.4450418679126305 + 0.0im	1.5549581320873695 + 0.0im	0.7530203962825331 + 0.0im	0.1980622641951618 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
-3.9562951847372108 + 0.0im	-3.8270909589961826 - 0.0im	-3.6180339408946227 + 0.0im	-3.3382612429884753 + 0.0im	-2.9999999881219166 + 0.0im	-2.618033991549462 + 0.0im	-2.209056926229067 + 0.0im	-1.7909430734430627 + 0.0im	-1.3819660112617822 + 0.0im	-0.9999999999985771 + 0.0im	-0.6617387872823416 + 0.0im	-0.3819660112501093 + 0.0im	-0.17290908471479802 + 0.0im	-0.043704798532388726 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
2.943399508241822 + 0.14960116305790833im	2.9253454152413045 + 0.26905097079424256im	2.7154682388704794 + 1.643081385493095e-11im	2.943399508150798 - 0.14960116310566018im	2.925345415275734 - 0.2690509707629468im	0.8584961366608617 + 0.5923700227761735im	0.8584961366608611 - 0.5923700227761459im	-0.2327512147646031 + 0.1768444427692614im	0.19810435449058583 + 0.25802881327906857im	0.949671680723062 - 0.311314504121359im	0.1981043544905367 - 0.2580288132790419im	-0.23275121476460559 - 0.1768444427692512im	0.9496716807231664 + 0.31131450412132im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
0.3931711035032351 + 1.4661942122606142im	1.0000000000000437 - 2.458330454702133e-14im	0.4535204894281226 - 1.486294279132442im	-0.15845350760172927 + 1.1969396195062383im	0.3931711034904064 - 1.4661942122629898im	-0.15845350760089627 - 1.196939619505553im	0.9984247717548642 + 0.3888025214224839im	0.49448155942336475 - 1.2568809132130656im	0.4944815594208759 + 1.2568809132142442im	0.26670171825557965 + 1.2071853752715573im	0.266701718257128 - 1.207185375268788im	-0.08731034320261537 - 1.2409805381765047im	-0.38435149200836854 - 0.07467655142399675im	0.4535204894182268 + 1.4862942791306508im	-0.08731034320065699 + 1.2409805381759826im	0.7620596348805493 - 0.4588698178366265im	0.1279662118019709 + 0.866186818047447im	-0.3843514920083402 + 0.0746765514239876im	0.7620596348807281 + 0.4588698178365994im	0.9984247717549386 - 0.38880252142243893im	0.1279662118021086 - 0.8661868180473756im	0.267579707550462 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
0.634986000932845 + 1.3526371054998192im	1.205997263012556 - 7.398227891503746e-16im	0.6349860009328446 - 1.3526371054998185im	0.2880184838312028 + 1.1389920829425213im	0.2880184838312031 - 1.1389920829425213im	-0.2079906897088451 + 0.8342335070008695im	-0.20799068970884504 - 0.8342335070008696im	0.3639751468770388 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
-0.6629198315435234 - 1.4032447888835273im	-1.2723038275132392 + 0.048445380596906944im	-0.6980565286371531 + 1.3381528756013im	0.3068547726894577 + 0.8807090004756242im	-0.698056528636466 - 1.338152875602345im	-1.2723038275130585 - 0.048445380596961775im	-0.4018393298126997 + 1.0183211562773713im	-0.39004787743036545 - 1.277161462683424im	0.3068547726894178 - 0.8807090004756376im	-0.66291983154335 + 1.4032447888846982im	-0.08357868885234916 - 1.0870420668430418im	-0.08357868885223674 + 1.0870420668428908im	-0.4018393298124491 - 1.0183211562772625im	-0.6767945805701104 + 0.2812764257398865im	0.30573797086333554 + 0.7455124984132958im	-0.6767945805698408 - 0.28127642573996464im	0.30573797086336696 - 0.7455124984133366im	-0.39004787742966357 + 1.2771614626835275im	0.14589584161092736 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
-2.2361966722461535 - 0.7473386961224433im	-2.2361966722377575 + 0.747338696069159im	-1.7764975748653626 - 0.1617018396092745im	-2.1292782595983177 - 0.6297316601806511im	0.2461829950059417 - 0.7355272981059068im	-1.7764975749707514 + 0.16170183963137147im	-2.129278259656166 + 0.6297316603082599im	0.24618299500595048 + 0.7355272981059157im	-1.956617903711484 + 0.43230939624559483im	-1.9566179038279021 - 0.4323093963420251im	0.17695220844147946 - 0.5772889997933618im	0.176952208441479 + 0.5772889997933617im	0.11113948724553234 + 0.29809879919512217im	0.11113948724553228 - 0.2980987991951221im	0.12863143972797897 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
3.217605610051781 + 0.1488048455858545im	3.132241882319119 - 4.679171923664737e-14im	3.2176056100517614 - 0.14880484558581233im	1.499999999999972 + 0.4052327261872693im	1.4999999999999696 - 0.40523272618726125im	1.2429444815252952 - 3.4530757261922517e-15im	0.16092214918200134 + 0.35943623907962347im	0.16092214918200137 - 0.3594362390796234im	-0.13224188231190018 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
3.413131446767501 + 0.11209316945468961im	3.3604907309937255 + 0.043892956481623835im	3.3604907285175036 - 0.04389295569526178im	3.413131447364811 - 0.11209317024086231im	2.0081814426404603 - 0.3450251134091061im	2.008181442637953 + 0.3450251134137891im	1.843864142300688 + 0.14119858788789058im	1.843864142304438 - 0.1411985878927706im	0.6102497594740602 + 0.4495732257056656im	0.610249759474063 - 0.4495732257056565im	-0.11603504893475579 + 0.21254930522446794im	-0.11603504893475584 - 0.21254930522446808im	0.4176031918790762 + 0.19313064523812667im	0.4176031918790814 - 0.19313064523812803im	-0.0749713283638527 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
-2.417727517903058 - 0.19656065959384766im	-2.3107614223493287 - 0.5856771979152634im	-2.2055694305209017 - 2.946161200032422e-10im	-2.417727517652837 + 0.19656066002246372im	-2.310761422185322 + 0.5856771979328325im	-2.192440401074663 + 0.5478774459076147im	-2.1924404009825555 - 0.5478774460591835im	0.10278471520029543 - 0.6654569511528136im	0.10278471520029518 + 0.665456951152814im	0.18891691794746696 + 0.5849720675931649im	0.1889169179474665 - 0.5849720675931654im	-0.3075595990021442 - 0.31814795781032695im	-0.30755959900214447 + 0.31814795781032684im	0.07914404437742902 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
-2.618033988749895 + 0.0im	-0.38196601125010515 - 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
1.449267603651915 - 1.2364725702027761im	1.42943339577478 + 1.2558375235437607im	-0.9010487503534484 + 0.014728432735874538im	1.4492676035943146 + 1.2364725702661568im	1.2173891556418952 - 1.0661119636744838im	1.2173891556143104 + 1.0661119636589116im	1.2975744665960207 - 0.9776489122078377im	-0.6073018391398919 - 0.06671196053313994im	1.0409118496283083 - 0.5444065203379018im	0.45426925044689265 + 0.46090022303060313im	1.2975744666453226 + 0.9776489122509374im	0.7874098268718338 - 1.1703991574227835e-10im	-0.1493583199665193 - 0.18659976278512252im	-0.1493583199623108 + 0.18659976279385151im	0.45426925046794986 - 0.46090022297102423im	0.875158274220173 + 0.794665295571911im	0.8751582742762 - 0.7946652955374954im	-0.9010487503520107 - 0.0147284327361696im	1.4294333957345213 - 1.2558375236091945im	1.0409118497524081 + 0.5444065203270333im	-0.6073018391426662 + 0.06671196053314592im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
0.8131599587437067 + 1.1648468327872186im	1.2477032911455175 - 0.6120762342503827im	0.8974142663037926 - 0.9623586769224544im	-0.46344243501694254 - 0.3544795315416153im	1.2477032911440546 + 0.6120762342573102im	0.49999999999828293 - 0.8660254037861806im	1.216864272621697 + 0.7091596022228488im	0.8974142662960384 + 0.9623586769525639im	-0.46344243501691074 + 0.3544795315416511im	1.0066353986164072 - 1.2101775386253801im	-0.2256152213851326 + 0.5835832631412383im	-0.49214758805131686 - 0.45059985353603726im	1.2168642726210068 - 0.7091596022371812im	1.006635398593323 + 1.2101775386267766im	0.9827986286125496 - 1.2650131150413022im	0.9827986286232844 + 1.2650131150263164im	0.8131599587241272 - 1.164846832794747im	0.09684887182206205 + 0.8153135208646572im	0.0968488718221127 - 0.8153135208646679im	0.4999999999999753 + 0.8660254037845575im	-0.22561522138521897 - 0.583583263141211im	-0.492147588051358 + 0.4505998535360211im	0.41978055660947294 + 0.3427258259455153im	0.41978055660947305 - 0.3427258259455152im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
3.110760981699632 - 0.07212917802080761im	3.1107609816234176 + 0.07212917803460493im	3.0776578828163403 - 0.2249766531001464im	1.155791014402731 - 0.5805232178965241im	1.1557910144026142 + 0.5805232178965176im	3.077657882837819 + 0.2249766530864914im	1.2564317737724702 - 0.19886028123829178im	1.256431773772553 + 0.19886028123815588im	-0.148950310869394 - 0.36295839433577715im	-0.14895031086939403 + 0.36295839433577715im	0.04830865820560696 + 0.15393828208171742im	0.04830865820560697 - 0.15393828208171745im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
-0.05818137738476624 + 1.6912791495141946im	-0.05818137738476628 - 1.6912791495141946im	-0.2336768520283659 - 0.8855567602321669im	-0.23367685202836602 + 0.8855567602321667im	-0.4162835411737356 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
0.0700436369618415 - 1.8063773785959838im	0.028186100397033682 + 1.80585463817975im	-0.01059635619897465 - 1.7872394076565248im	-0.010596356208908078 + 1.7872394076518927im	0.028186100383645257 - 1.8058546381647682im	0.2750255821144069 + 1.2855425994939307im	0.27502558211472233 - 1.2855425994911835im	-0.04782641629241477 + 1.1890791361488975im	0.10903512468400807 - 1.274523978942747im	-0.04782641629374067 - 1.1890791361462696im	-0.176256769002401 + 0.3454740960924934im	-0.17625676900268064 - 0.3454740960925304im	0.2726055505516427 + 4.1592634328554615e-13im	0.5511875169836433 - 0.630430953586619im	0.5511875169832692 + 0.6304309535867857im	0.07004363695856113 + 1.8063773785863178im	0.10903512468287405 + 1.2745239789361418im	0.681382612351627 + 3.8168301783828325e-16im	0.22420749891592204 + 0.5692084979132842im	0.22420749891592284 - 0.569208497913284im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
-3.464864284164833 + 0.03340500957797642im	-3.464864152960336 - 0.03340503614212819im	-3.44560372637701 + 0.10308000311580916im	-3.4456037625291738 - 0.10307997674229435im	-2.152869866710653 + 0.10974272147734622im	-2.087875782375114 - 0.32930379938505544im	-2.0878757820608467 + 0.3293037991156624im	-2.152869864998143 - 0.10974272101749709im	-0.6713162863273502 + 0.4597120344346351im	-0.7749278328419225 - 0.16665030574600312im	-0.7749278328423641 + 0.16665030574625506im	0.12035571941750983 + 0.23513644506182735im	-0.6713162863274087 - 0.4597120344347061im	0.12035571941750899 - 0.23513644506182735im	-0.022897989159934056 - 0.10540025567931546im	-0.02289798915993405 + 0.10540025567931546im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im	0.0 + 0.0im
